,,7 / 6 / 1 2,,,"(cid:160)First  Energy  - Bay  Sho re 
P lant",,,(cid:160)O regon ( L ucas),,,5 6,,,9 / 1 / 2 0 1 2,,,(3 3 0 )  3 8 4 -56 0 2,,,IBEW L o cal 2 4 5,,,0 0 9 -12 -00 3,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,7 / 6 / 1 2,,,"(cid:160)Am erica's Bo dy  
Co m pany (T he  Reading 
Gro up)",,,"Oakw o o d Village 
(Cuyahoga)",,,5 0,,,9 / 1 0 / 2 0 1 2,,,"(6 1 4 )  2 9 9 -11 3 6 (cid:160)(cid:160) (cid:160) 
ex t  4 1 0 4",,,N/ A,,,0 1 8 -12 -00 2,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,7 / 5 / 1 2,,,"(cid:160)Saber  Healthcare Gro up - 
Center  fo r Clinical Care",,,"(cid:160)Clev eland
(cid:160)( Cuy aho ga)",,,1 2 7,,,"(cid:160)Be tw ee n 
6 / 2 5 / 2 0 1 2  &  
7 / 9 / 2 0 1 2",,,(2 1 6 )  2 2 9 -33 0 0,,,"UFCW(cid:160) (cid:160)(cid:160) (cid:160)  L o cal 
8 8 0",,,0 0 3 -12 -00 8,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,7 / 5 / 1 2,,,"(cid:160)FirstE nergy  - East lake 
P lant",,,Eastlake  ( L ake),,,8 0,,,(cid:160)9 / 1 / 2 0 1 2,,,(3 3 0 )  3 8 4 -56 0 2,,,(cid:160)UWUA,,,0 0 5 -12 -00 1,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,6 / 1 8 / 1 2,,,"(cid:160)Go nzalez Co ntract 
Service s, Inc.",,,(cid:160)T o ledo  ( L ucas),,,1 7 2,,,"Bet we en 
8 / 1 7 / 2 0 1 2 (cid:160)& (cid:160) 
8 / 3 1 / 2 0 1 2",,,(2 4 8 )  5 4 8 -60 1 0,,,UAW  L o cal 1 2,,,0 0 9 -(cid:160) 1 1 -07 4,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,6 / 1 5 / 1 2,,,"(cid:160)H &  M  Rubber  Co m pany , 
Inc.",,,(cid:160)K ent ( P o rtage),,,8 4,,,7 / 3 1 / 2 0 1 2,,,(3 3 0 )  6 7 8 -33 2 3,,,N/ A,,,0 1 9 -11 -07 3,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,6 / 1 5 / 1 2,,,(cid:160)First  D ata,,,(cid:160)T o ro nto (cid:160)  (Jefferso n),,,(cid:160)5 5,,,5 / 1 6 / 2 0 1 2,,,N/ A,,,N/ A,,,0 1 6 -11 -07 2,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,6 / 6 / 1 2,,,(cid:160)Jo hnso n Co ntro ls Inc.,,,(cid:160)No rthwo o d ( Wo o d),,,(cid:160)2 7 9,,,(cid:160)0 8 / 1 6 / 2 0 1 2,,,(4 1 9 )  6 6 2 -49 1 3,,,UAW  L o cal 1 2,,,0 0 7 -11 -07 1,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,6 / 5 / 1 2,,,"(cid:160)Am erican Fam ily  M utual 
Insurance",,,(cid:160)W est erv ille ( D elaware),,,(cid:160)5 0,,,8 / 3 / 2 0 1 2,,,(6 0 8 )  2 4 9 -21 1 1,,,N/ A,,,0 0 7 -11 -07 0,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,6 / 5 / 1 2,,,"(cid:160)D ana Ho lding Co rp., L ight 
Vehicle D rive line  D ivisio n",,,(cid:160)T o ledo  ( L ucas),,,(cid:160)3 7,,,8 / 1 6 / 2 0 1 2,,,(2 4 8 )  3 0 3 -83 8 5,,,N/ A,,,0 0 9 -11 -06 9,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,5 / 2 9 / 1 2,,,(cid:160)RG  Stee l L L C,,,(cid:160)W arren (T rum bull),,,(cid:160)1 0 2 0,,,"Beginning 
0 6 / 0 4 / 2 0 1 2",,,(3 3 0 )  8 4 1 -82 4 3,,,"USW  & 
Bricklay ers",,,0 1 8 -11 -06 8,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,5 / 2 9 / 1 2,,,"(cid:160)RG  Stee l L L C, W hee ling",,,"(cid:160)Ste ubenv ille, M artins 
Ferry, Y o rkv ille 
(Jefferso n &  Be lm o nt)",,,(cid:160)5 3 4,,,"Beginning 
0 6 / 0 4 / 2 0 1 2",,,(3 0 4 )  2 3 4 -25 2 4,,,USW,,,0 1 6 -11 -06 7,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,5 / 2 1 / 1 2,,,"(cid:160)AVI Fo o dsy ste m s, Inc",,,"(cid:160)Clev eland &  Ashtabula 
(Cuyahoga &  Ashtabula)",,,(cid:160)8 0 3,,,6 / 3 0 / 2 0 1 2,,,(3 3 0 )  3 7 2 -04 7 4,,,N/ A,,,0 0 3 -11 -06 6,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,5 / 1 8 / 1 2,,,"(cid:160)Bio Scrip, Inc",,,(cid:160)Co lum bus ( Franklin),,,(cid:160)1 8 9,,,6 / 2 5 / 2 0 1 2,,,(5 1 3 )  4 5 8 -48 4 8,,,N/ A,,,0 1 1 -11 -06 5,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,5 / 1 4 / 1 2,,,"(cid:160)K erry  Flavo r Syst em s US, 
L L C",,,(cid:160)Cincinnati ( Ham ilto n),,,(cid:160)1 4 1,,,1 2 / 3 1 / 2 0 1 2,,,(6 0 8 )  3 6 3 -12 0 0,,,N/ A,,,0 1 3 -11 -06 4,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,5 / 1 1 / 1 2,,,"(cid:160)SUP ER  VAL U Ohio  Valley  
D istriubutio n Ce nte r",,,(cid:160)X enia (Gre ene),,,(cid:160)1 2 3,,,"Beginning 
7 / 8 / 2 0 1 2  
thro ugh 
9 / 3 0 / 2 0 1 2",,,(8 0 4 )  7 4 6 -64 0 1,,,"(cid:160)T eam ste rs 
L o cal 9 5 7",,,0 0 7 -11 -06 3,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,5 / 1 1 / 1 2,,,"(cid:160)L ipari Fo o ds ( I&K 
D istributo rs/ Co untry side 
Fo o ds)",,,(cid:160)D elpho s ( Allen),,,(cid:160)5 7,,,"Beginning 
7 / 1 / 2 0 1 2",,,(5 8 6 )  5 6 3 -28 8 8,,,N/ A,,,0 0 7 -11 -06 2,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,5 / 9 / 1 2,,,(cid:160)M TD,,,(cid:160)Valley  City  ( M edina),,,1 5 2,,,7 / 9 / 2 0 1 2,,,(3 3 0 )  5 5 8 -32 3 7,,,"USW  L o cal 
1 8 2 0",,,0 0 2 -11 -05 9,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,5 / 9 / 1 2,,,"(cid:160)Anda Inc. (W atso n(cid:160)(cid:160)  
P harm aceuticals, Inc.)",,,(cid:160)Gro v epo rt  (Franklin),,,5 5,,,"Bet we en 
0 7 / 0 5 / 2 0 1 2  &  
1 2 / 3 1 / 2 0 1 2",,,(9 5 4 )  2 1 7 -43 8 8,,,N/ A,,,0 1 1 -11 -05 8,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,5 / 2 / 1 2,,,"(cid:160)SFI o f Ohio , L L C",,,(cid:160)New  Bo sto n ( Scio to ),,,8 1,,,"Bet we en 
0 7 / 0 3 / 2 0 1 2  &  
0 8 / 0 4 / 2 0 1 2",,,(9 0 1 )  3 6 3 -15 7 1,,,United Wo rkers,,,0 0 1 -11 -05 7,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,4 / 2 0 / 1 2,,,"(cid:160)Inte rnatio nal P aper 
(So lo n P lant) (cid:160)(cid:160)",,,"(cid:160)So lo n
(Cuyahoga)",,,(cid:160)6 8,,,"Bet we en 
0 6 / 1 9 / 2 0 1 2  &  
0 7 / 0 2 / 2 0 1 2",,,(3 3 0 )  2 0 2 -30 2 3,,,"USW  L o cal 1 -
0 0 6 7 2",,,0 0 3 -11 -05 6,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,4 / 1 9 / 1 2,,,(cid:160)T he  Great  Indo o rs,,,(cid:160)Co lum bus ( D elaware),,,(cid:160)8 0,,,6 / 1 6 / 2 0 1 2,,,(8 4 7 )  2 8 6 -02 7 9,,,N/ A,,,0 0 7 -11 -05 5,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,4 / 4 / 1 2,,,"(cid:160)Sum m it E quipm ent &  
Supplies",,,"(cid:160)Akro n
(Sum m it)",,,(cid:160) 6,,,3 / 2 6 / 2 0 1 2,,,"(3 3 0 )  4 9 3 -00 4 0  
ex t  3 0 6",,,N/ A,,,0 0 2 -11 -05 4,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,4 / 2 / 1 2,,,"(cid:160)Graphic P ackaging Int'l. 
and Graphic Flexible",,,(cid:160)T winsburg ( Sum m it),,,(cid:160)1 7 5,,,"Beginnning 
0 6 / 0 2 / 2 0 1 2",,,(9 1 0 )  3 7 4 -46 2 4,,,N/ A,,,0 0 2 -11 -05 3,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,4 / 2 / 1 2,,,"P ackaging, L L C
(cid:160)Unio n City  No n-Ferro us, 
Inc.",,,"(cid:160)Unio n City
(D arke)",,,(cid:160)2 9,,,6 / 1 6 / 2 0 1 2,,,"(7 2 4 )  2 2 2 -70 0 6  
ex t  1 3 6",,,"USW  L o cal 
7 2 5 T",,,0 0 7 -11 -05 2,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,3 / 2 7 / 1 2,,,"(cid:160)T he  Anderso n-DuBo se 
Co .",,,"(cid:160)So lo n
(Cuyahoga)",,,(cid:160)2 0,,,(cid:160)0 6 / 0 8 / 2 0 1 2,,,(4 4 0 )  5 4 2 -34 0 6,,,"Natio nal 
P ro ductio n 
Wo rkers  L o cal 
7 0 7",,,0 0 3 -11 -05 0,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,3 / 2 6 / 1 2,,,"(cid:160)Appleto n P apers,  Inc.",,,"(cid:160)W est  Carro llto n 
(M o ntgo m ery )",,,(cid:160)3 3 0,,,"(cid:160)Be ginning 
0 5 / 2 0 / 2 0 1 2",,,(9 3 7 )  8 4 7 -72 3 5,,,"United 
Stee lwo rkers 
L o cal 2 6 6",,,0 0 7 -11 -04 9,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,3 / 2 2 / 1 2,,,"(cid:160)W o rthingto n M et al 
Fabricato rs, L L C",,,"(cid:160)Akro n
(Sum m it)",,,(cid:160)6 5,,,(cid:160)0 5 / 2 0 / 2 0 1 2,,,(cid:160)( 6 1 4 )  8 4 0 -36 0 2,,,N/ A,,,0 0 2 -11 -04 8,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,3 / 1 9 / 1 2,,,(cid:160)Q inet iQ No rth Am erica,,,(cid:160)Clev eland ( Cuy aho ga),,,(cid:160)1 1 5,,,(cid:160)0 5 / 3 1 / 2 0 1 2,,,(7 0 3 )  8 5 2 -10 9 3,,,N/ A,,,0 0 3 -11 -04 7,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,3 / 1 9 / 1 2,,,"(cid:160)Graham  P ackaging Co . 
(D elta  P lant)",,,"(cid:160)D elta
(Fulto n)",,,(cid:160)6 5,,,"Bet we en 
0 7 / 0 1 / 2 0 1 2  &  
0 9 / 3 0 / 2 0 1 2",,,(4 1 9 )  4 2 1 -80 2 8,,,N/ A,,,0 0 7 -11 -04 6,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,3 / 7 / 1 2,,,"(cid:160)AISS (Sterling 
Info sy ste m s)",,,"(cid:160)Fairlawn
(Sum m it)",,,(cid:160)3 5,,,3 / 6 / 2 0 1 2,,,(6 4 6 )  4 8 5 -66 3 5,,,N/ A,,,0 0 2 -11 -04 5,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,3 / 7 / 1 2,,,"(cid:160)AISS (Sterling 
Info sy ste m s)",,,"(cid:160)Independence 
(Cuyahoga)",,,(cid:160)3 8,,,3 / 6 / 2 0 1 2,,,(6 4 6 )  4 8 5 -66 3 5,,,N/ A,,,0 0 3 -11 -04 4,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,3 / 5 / 1 2,,,"(cid:160)AM G D irect  L L C ( D elia's 
Inc)",,,(cid:160)W est erv ille ( Franklin),,,(cid:160)7 9,,,4 / 3 0 / 2 0 1 2,,,(4 0 1 )  4 5 7 -94 0 2,,,N/ A,,,0 1 1 -11 -04 3,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,2 / 2 8 / 1 2,,,"(cid:160)W UP W  Bro adcasting 
Statio n",,,"(cid:160)T o ledo
(L ucas)",,,(cid:160)6 3,,,"0 4 / 2 4 / 2 0 1 2  t o  
0 5 / 0 8 / 2 0 1 2",,,(4 0 1 )  4 5 7 -94 0 2,,,N/ A,,,0 0 9 -11 -04 2,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,2 / 2 7 / 1 2,,,"(cid:160)D ive rsified M achine 
Inc.(D M I Edo n)",,,"(cid:160)E do n
(William s)",,,(cid:160)7 3,,,4 / 2 7 / 2 0 1 2,,,(4 1 9 )  2 7 2 -53 2 6,,,"United 
Elect rical",,,0 0 7 -11 -04 1,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,2 / 2 7 / 1 2,,,(cid:160)M ercy  St.Jo hn's Ce nte r,,,"(cid:160)Springfield
(Clark)",,,(cid:160)1 2 5,,,6 / 1 / 2 0 1 2,,,(9 3 7 )  3 4 2 -59 4 0,,,N/ A,,,0 0 7 -11 -04 0,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,2 / 2 7 / 1 2,,,(cid:160)Y RC W o rldwide Inc.,,,(cid:160)Richfield ( Sum m it),,,(cid:160) 5,,,4 / 2 4 / 2 0 1 2,,,(9 1 3 )  3 4 4 -39 9 2,,,N/ A,,,0 0 2 -11 -03 9,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,2 / 2 3 / 1 2,,,"(cid:160)Varico n, L L C",,,"(cid:160)Be dfo rd Heights 
(Cuyahoga)",,,(cid:160) 7,,,4 / 1 5 / 2 0 1 2,,,(8 6 4 )  6 7 2 -48 6 5,,,N/ A,,,0 0 3 -11 -03 8,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,2 / 2 1 / 1 2,,,(cid:160)K o dak,,,(cid:160)D ayt o n ( M o ntgo m ery ),,,(cid:160)6 8,,,4 / 1 9 / 2 0 1 2,,,(9 3 7 )  2 5 9 -37 5 3,,,N/ A,,,0 0 7 -11 -03 7,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,2 / 2 1 / 1 2,,,(cid:160)Y RC Freight,,,(cid:160)Co lum bus ( Franklin),,,(cid:160)1 2 1,,,"(cid:160)Be tw ee n 
0 4 / 0 8 / 2 0 1 2  &  
0 4 / 2 2 / 2 0 1 2",,,(9 1 3 )  3 4 4 -39 5 2,,,IBT,,,0 1 1 -11 -03 6,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,2 / 9 / 1 2,,,(cid:160)Ro ck-Te nn Co m pany,,,"(cid:160)W ashingto n Co urt 
Ho use
(Faye tt e)",,,(cid:160)7 9,,,"(cid:160)Be ginning 
0 4 / 0 7 / 2 0 1 2",,,(cid:160)( 2 1 5 )  7 8 7 - 8 9 6 4,,,"(cid:160)Unite d Ste el 
Wo rkers  L o cal 
#1 0 7 0",,,0 0 7 -11 -03 5,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,2 / 7 / 1 2,,,"(cid:160)Chiquita Brands 
Inte rnatio nal, Inc.",,,(cid:160)Cincinnati ( Ham ilto n),,,(cid:160)2 0 0,,,"(cid:160)Be ginning 
0 4 / 0 6 / 2 0 1 2",,,(cid:160)( 5 1 3 )  7 8 4 -89 8 2,,,N/ A,,,0 1 3 -11 -03 4,,
,,,,,,,,,,,,,,,,,,,,,,,,,
